Genre,Author,Title,Year
Nonfiction,Charlie Jane Anders,Never Say You Can’t Survive: How to Get Through Hard Times By Making Up Stories,2021
Nonfiction,Trey Anthony,"Black Girl in Love With Herself: A Guide to Self-Love, Healing, and Creating the Life You Truly Deserve",2021
Nonfiction,Kwame Anthony Appiah,The Lies That Bind: Rethinking Identity,2018
Nonfiction,Mario Alejandro Ariza,Disposable City: Miami’s Future on the Shores of Climate Catastrophe,2020
Nonfiction,Richard Ayoade,Ayoade on Top,2019
Nonfiction,Dibs Baer,Lady Tigers in the Concrete Jungle: How Softball and Sisterhood Saved Lives in the South Bronx,2019
Nonfiction,James Baldwin,Nothing Personal,2021
Nonfiction,Abhijit V. Banerjee,Good Economics for Hard Times: Better Answers to Our Biggest Problems,2019
Nonfiction,Shahidha Bari,Dressed: A Philosophy of Clothes,2020
Nonfiction,Brittany K. Barnett,"A Knock at Midnight: A Story of Hope, Justice, and Freedom",2020
Nonfiction,Colin Bedell,Queer Cosmos: The Astrology of Queer Identities & Relationships,2019
Nonfiction,Andrea Bennett,"Like a Boy But Not a Boy: Navigating Life, Mental Health, and Parenthood Outside the Gender Binary",2020
Nonfiction,Justina Blakeney,Jungalow: Decorate Wild,2021
Nonfiction,Luke Dani Blue,Pretend It’s My Body,
Nonfiction,Jaswinder Bolina,On Color,2020
Nonfiction,Sesali Bowen,Bad Fat Black Girl: Notes From a Trap Feminist,2021
Nonfiction,Kwame Brathwaite,"Tanisha C. Ford, Deborah Willis, Kwame Brathwaite: Black is Beautiful",2019
Nonfiction,Patricia Bright,Heart & Hustle: Use Your Passion Build Your Brand Achieve Your Dreams,2019
Nonfiction,Damon Brown,Career Remix: Get the Gig You Want with the Skills You’ve Got,2022
Nonfiction,Tabitha Brown,Feeding the Soul,2021
Nonfiction,Eliane Brum,The Collector of Leftover Souls: Field Notes on Brazil's Everyday Insurrections,2019
Nonfiction,Quinta Brunson,She Memes Well: Essays,2021
Nonfiction,Howard Bryant,Full Dissidence: Notes from an Uneven Playing Field,2020
Nonfiction,Valorie Burton,It's about Time: The Art of Choosing the Meaningful Over the Urgent,2019
Nonfiction,Michelle Buteau,Survival of the Thickest,2020
Nonfiction,Stephanie Butnick,"Liel Leibovitz, Mark Oppenheimer, The Newish Jewish Encyclopedia: From Abraham to Zabar’s and Everything in Between",2019
Nonfiction,Peter Buttigieg,Trust: America’s Best Chance,2020
Nonfiction,Geraldo Cadava,"The Hispanic Republican: The Shaping of an American Political Identity, From Nixon to Trump",2020
Nonfiction,Andy Campbell,"Queer X Design: 50 Years of Signs, Symbols, Banners, Logos, and Graphic Art of LGBTQ",2019
Nonfiction,John F. Callahan and Marc C. Conner,eds. The Selected Letters of Ralph Ellison,2019
Nonfiction,Clay Cane,"Live Through This: Surviving the Intersections of Sexuality, God, and Race",2017
Nonfiction,Charlene A. Carruthers,"Unapologetic: A Black, Queer, and Feminist Mandate for Radical Movements",2018
Nonfiction,Eric Cervini,The Deviant’s War: The Homosexual vs. the United States of America,2020
Nonfiction,Sand C. Chang,"lore m dickey, Anneliese A. Singh, A Clinician's Guide to Gender-Affirming Care: Working with Transgender and Gender Nonconforming Clients",2018
Nonfiction,Angela Chen,"ACE: What Asexuality Reveals About Desire, Identity, and the Meaning of Sex",2020
Nonfiction,Miguel Chen,The Death of You: A Book for Anyone Who Might Not Live Forever,2019
Nonfiction,Eugenia Cheng,x + y: A Mathematician's Manifesto for Rethinking Gender,2020
Nonfiction,Kylie Cheung,A Woman’s Place: Inside the Fight for a Feminist Future,2020
Nonfiction,Louis Chude-Sokei,Floating in a Most Peculiar Way: A Memoir,2021
Nonfiction,Teju Cole,Known and Strange Things: Essays,2016
Nonfiction,Robin Means Coleman,Horror Noire: Blacks in American Horror Films from the 1890s to Present,2011
Nonfiction,Denise Padín Collazo,Thriving in the Fight: A Survival Manual for Latinas on the Front Lines of Change,2021
Nonfiction,Arshay Cooper,A Most Beautiful Thing: The True Story of America's First All-Black High School Rowing Team,2020
Nonfiction,Karla Cornejo Villavicencio,The Undocumented Americans,2020
Nonfiction,Sasha Costanza-Chock,Design Justice: Community-Led Practices to Build the Worlds We Need,2020
Nonfiction,Tressie McMillan Cottom,Thick: And Other Essays,2019
Nonfiction,Joy Arlene Renee Cox,"PhD, Fat Girls in Black Bodies: Creating Communities of Our Own",2020
Nonfiction,Chandra Crane,Mixed Blessing: Embracing the Fullness of Your Multiethnic Identity,2020
Nonfiction,Kimberlé Crenshaw,On Intersectionality: Essential Writing,2019
Nonfiction,J. Allen Cross,American Brujeria: Modern Mexican American Folk Magic,2021
Nonfiction,Tiffany Cross,"Say It Louder!: Black Voters, White Narratives, and Saving Our Democracy",2020
Nonfiction,Bishop Michael Curry,Love Is the Way: Holding on to Hope in Troubling Times,2020
Nonfiction,Angela Y. Davis,"Freedom Is a Constant Struggle: Ferguson, Palestine, and the Foundations of a Movement",2015
Nonfiction,Chloe O. Davis,The Queens' English: The Lgbtqia+ Dictionary of Lingo and Colloquial Phrases,2021
Nonfiction,Manan Desai,The United States of India: Anticolonial Literature and Transnational Refraction,2020
Nonfiction,Desus & Mero,God-Level Knowledge Darts: Life Lessons from the Bronx,2020
Nonfiction,St. Clair Detrick-Jules,My Beautiful Black Hair: 101 Natural Hair Stories from the Sisterhood,2021
Nonfiction,Manoj Dias,Still Together: Connection Through Meditation,2021
Nonfiction,Roxanne Dunbar-Ortiz and Dina Gilio-Whitaker,All the Real Indians Died Off And 20 Other Myths About Native Americans,2016
Nonfiction,Lenny Duncan,Dear Church: A Love Letter from a Black Preacher to the Whitest Denomination in the U.S.,2019
Nonfiction,Jennifer L. Eberhardt,"Biased: Uncovering the Hidden Prejudice That Shapes What We See, Think, and Do",2019
Nonfiction,Chiddera Eggerue,What a Time to Be Alone: The Slumflower’s Guide to Why You are Already Enough,2018
Nonfiction,Chiddera Eggerue,How to Get Over a Boy,2020
Nonfiction,Rana el Kaliouby,Girl Decoded: A Scientist's Quest to Reclaim Our Humanity by Bringing Emotional Intelligence to Technology,2020
Nonfiction,Alicia Elliott,A Mind Spread Out on the Ground,2020
Nonfiction,Mona Eltahawy,The Seven Necessary Sins for Women and Girls,2019
Nonfiction,Chinwe Esimai,Brilliance Beyond Borders: Remarkable Women Leaders Share the Power of Immigrace,2022
Nonfiction,William Evans and Omar Holmon,Black Nerd Problems: Essays,2021
Nonfiction,Ayala Fader,Hidden Heretics: Jewish Doubt in the Digital Age,2020
Nonfiction,T. Fleischmann,Time is the Thing a Body Moves Through,2019
Nonfiction,Tanisha C. Ford,Dressed in Dreams: A Black Girl's Love Letter to the Power of Fashion,2019
Nonfiction,Leah Gunning Francis,Faith Following Ferguson: Five Years of Resilience and Wisdom,2019
Nonfiction,Devon Franklin,Live Free: Exceed Your Highest Expectations,2021
Nonfiction,Felix Le Freak,Serving Face: Lessons on Poise and,2020
Nonfiction,Francis Fukuyama,Identity: The Demand for Dignity and the Politics of Resentment,2018
Nonfiction,Amy Fung,Before I Was a Critic I Was a Human Being,2019
Nonfiction,Dr. Jason Fung,The Cancer Code: A Revolutionary New Understanding of a Medical Mystery,2020
Nonfiction,Tomoko Fuse,Tomoko Fuse's Origami Art: Works by a Modern Master,2020
Nonfiction,Gregory O. Gagnon,The Story of the Chippewa Indians: From the Past to the Present,2018
Nonfiction,Angela Garbes,Like a Mother: A Feminist Journey Through the Science and Culture of Pregnancy,2018
Nonfiction,Angela Garbes,"Everybody, Every Body",
Nonfiction,Alicia Garza,The Purpose of Power: How We Come Together When We Fall Apart,2020
Nonfiction,Ross Gay,The Book of Delights: Essays,2019
Nonfiction,Cherian George,Red Lines: Political Cartoons and the Struggle Against Censorship,2021
Nonfiction,Julian Gill-Peterson,Histories of the Transgender Child,2018
Nonfiction,Dina Gilio-Whitaker,"As Long as Grass Grows: The Indigenous Fight for Environmental Justice, from Colonization to Standing Rock",2019
Nonfiction,Anand Giridharadas,Winners Take All: The Elite Charade of Changing the World,2018
Nonfiction,M. Leona Godin,There Plant Eyes: A Personal and Cultural History of Blindness,2021
Nonfiction,David Goggins,Can’t Hurt Me: Master Your Mind and Defy the Odds,2018
Nonfiction,Winona Guo and Priya Vulchi,"Tell Me Who You Are: Sharing Our Stories of Race, Culture, & Identity",2019
Nonfiction,Roya Hakakian,A Beginner's Guide to America: For the Immigrant and the Curious,2021
Nonfiction,Jan Haldipur,No Place on the Corner: The Costs of Aggressive Policing,2018
Nonfiction,Ruby Hamad,White Tears/Brown Scars: How White Feminism Betrays Women of Color,2020
Nonfiction,Arlan Hamilton,It’s About Damn Time: How to Turn Being Underestimated into Your Greatest Advantage,2020
Nonfiction,Rongbin Han,Contesting Cyberspace in China: Online Expression and Authoritarian Resilience,2018
Nonfiction,Yaya Han,Yaya Han’s World of Cosplay,2020
Nonfiction,Tee Marie Hanible,The Warrior Code: 11 Principles to Unleash the Badass Inside of You,2019
Nonfiction,Mona Hanna-Attisha,"What the Eyes Don't See: A Story of Crisis, Resistance, and Hope in an American City",2019
Nonfiction,Rashed Haq,Enterprise Artificial Intelligence Transformation,2020
Nonfiction,Joanna Harper,"Sporting Gender: The History, Science, and Stories of Transgender and Intersex Athletes",2019
Nonfiction,Cecil Harris,"Different Strokes: Serena, Venus, and the Unfinished Black Tennis Revolution",2020
Nonfiction,Dr. Yuki Hattori,What Cats Want: An Illustrated Guide for Truly Understanding Your Cat,2020
Nonfiction,César Cuauhtémoc García Hernández,Migrating to Prison: America's Obsession with Locking Up Immigrants,2019
Nonfiction,Yuri Herrera,A Silent Fury: The El Bordo Mine Fire,2020
Nonfiction,Anita Hill,Believing: Our Thirty-Year Journey to End Gender Violence,2021
Nonfiction,Afua Hirsch,Brit,2018
Nonfiction,Chris Hogan,Everyday Millionaires: How Ordinary People Built Extraordinary Wealth--And How You Can Too,2019
Nonfiction,Harmony Holiday,Reparations,2019
Nonfiction,Euny Hong,The Power of Nunchi: The Korean Secret to Happiness and Success,2019
Nonfiction,Ken Hou-Lin,Divested: Inequality in the Age of Finance,2020
Nonfiction,Laura Huang,Edge: Turning Adversity into Advantage,2020
Nonfiction,Zora Neale Hurston,You Don’t Know Us Negroes and Other Essays,2022
Nonfiction,Tim Hwang,Subprime Attention Crisis: Advertising and the Time Bomb at the Heart of the Internet,2020
Nonfiction,Alex Iantaffi and Meg-John Barker,How to Understand Your Gender: A Practical Guide for Exploring Who You Are,2017
Nonfiction,Alex Iantaffi and Meg-John Barker,"Life Isn't Binary: On Being Both, Beyond, and In-Between",2019
Nonfiction,Bassey Ikpi,"I’m Telling the Truth, But I’m Lying",2019
Nonfiction,Sanae Ishida,"Animal Friends to Sew: Simple Handmade Decor, Toys, and Gifts for Kids",2020
Nonfiction,Anthony Abraham Jack,The Privileged Poor: How Elite Colleges Are Failing Disadvantaged Students,2019
Nonfiction,Curtis Jackson,"Hustle Harder, Hustle Smarter",2020
Nonfiction,Mitchell S. Jackson,Survival Math: Notes on an All-American Family,2019
Nonfiction,Robert Scoop Jackson,"The Game Is Not a Game: The Power, Protest and Politics of American Sports",2020
Nonfiction,Shaili Jain,The Unspeakable Mind: Stories of Trauma and Healing from the Frontlines of PTSD Science,2019
Nonfiction,Shamini Jain,Healing Ourselves: Biofield Science and the Future of Health,2021
Nonfiction,Dahr Jamail,The End of Ice: Bearing Witness and Finding Meaning in the Path of Climate Disruption,2019
Nonfiction,Gary Janetti,Do You Mind if I Cancel?,2019
Nonfiction,Gary Janetti,Start Without Me,2022
Nonfiction,Pramila Jayapal,Use the Power You Have: A Brown Women’s Guide to Politics and Political Change,2020
Nonfiction,Charlene Stevens Jenkins,"When I Was 40: Overcame Some Challenges, Still Learning and Growing",2020
Nonfiction,Faith Jenkins,"Sis, Don’t Settle: How to Stay Smart in Matters of the Heart",
Nonfiction,Daymond John (with Daniel Paisner),"Powershift: Transform Any Situation, Close Any Deal, and Achieve Any Outcome",2020
Nonfiction,Akemi Johnson,Night in the American Village: The Women in the Shadow of the U.S. Military Bases in Okinawa,2019
Nonfiction,Michio Kaku,"The Future of Humanity: Terraforming Mars, Interstellar Travel, Immortality, and Our Destiny Beyond Earth",2018
Nonfiction,Charles Kamasaki,Immigration Reform: The Corpse That Will Not Die,2019
Nonfiction,Dawnn Karen,Dress Your Best Life: How to Use Fashion Psychology to Take Your Look -- And Your Life -- To the Next Level,2020
Nonfiction,Akash Kapur,"Better to Have Gone: Love, Death, and the Quest for Utopia in Auroville",2021
Nonfiction,Mikki Kendall,Hood Feminism: Notes from the Women That a Movement Forgot,2020
Nonfiction,Parag Khanna,"The Future Is Asian: Commerce, Conflict, and Culture in the 21st Century",2019
Nonfiction,Michelle MiJung Kim,The Wake Up: Closing the Gap Between Good Intentions and Real Change,2021
Nonfiction,Minki Kim,Sew Illustrated - 35 Charming Fabric & Thread Designs: 16 Zakka Projects,2016
Nonfiction,Minki Kim,Zakka from the Heart: Sew 16 Charming Projects to Warm Any Home,2019
Nonfiction,Minki Kim,"Zakka Wool Appliqué: 60+ Sweetly Stitched Designs, Useful Projects for Joyful Living",2020
Nonfiction,Robin Wall Kimmerer,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",2014
Nonfiction,Michelle Kuo,"Reading With Patrick: A Teacher, a Student and the Life-Changing Power of Books",2017
Nonfiction,Laila Lalami,Conditional Citizens: On Belonging in America,2020
Nonfiction,Abdul-Ghaaliq Lalkhen,An Anatomy of Pain: How the Body and the Mind Experience and Endure Physical Suffering,2021
Nonfiction,Tan Le,"The Neurogeneration: The New Era in Brain Enhancement That is Revolutionizing the Way We Think, Work, and Heal",2020
Nonfiction,Erika Lee,The Making of Asian America: A History,2015
Nonfiction,Erika Lee,America for Americans: A History of Xenophobia in the United States,2019
Nonfiction,Kai-Fu Lee and Chen Qiufan,AI 2041: Ten Visions for Our Future,2021
Nonfiction,The Lemonade Reader,edited by Kinitra D. Brooks and Kameelah L. Martin,2019
Nonfiction,Terence Lester,I See You: How Love Opens Our Eyes to Invisible People,2019
Nonfiction,Tina Lifford,The Little Book of Big Lies: A Journey Into Inner Fitness,2019
Nonfiction,Ian Haney López,"Merge Left: Fusing Race and Class, Winning Elections, and Saving America",2019
Nonfiction,William D. Lopez,Separated: Family and Community in the Aftermath of an Immigration Raid,2019
Nonfiction,Nicole Lynn,"Agent You: Show Up, Do The Work, and Succeed on Your Own Terms",2021
Nonfiction,Nicole Lynn Lewis,"Pregnant Girl: A Story of Teen Motherhood, College, and Creating a Better Future for Young Families",2021
Nonfiction,Rachel Maddow,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",2019
Nonfiction,Rachel Maddow,"Bag Man: The Wild Crimes, Audacious Cover-Up, and Spectacular Downfall of a Brazen Crook in the White House",2020
Nonfiction,Sanam Maher,A Woman Like Her: The Story Behind the Honor Killing of a Social Media Star,2020
Nonfiction,Tim Mak,Misfire,
Nonfiction,Irshad Manji,Don’t Label Me: An Unusual Conversation for Divided Times,2019
Nonfiction,Joseph M. Marshall III,Crazy Horse Weeps: Stories of Young Lives on South Dakota's Indian Reservations,2019
Nonfiction,Trixie Mattel and Katya,Trixie and Katya's Guide to Modern Womanhood,2020
Nonfiction,Zerlina Maxwell,The End of White Politics: How to Heal Our Liberal Divide,2020
Nonfiction,Jesse McCarthy,Who Will Pay Reparations on My Soul?: Essays,2021
Nonfiction,Katherine McKittrick,Dear Science and Other Stories,2021
Nonfiction,LaTanya McQueen,And It Begins Like This,2018
Nonfiction,Suketu Mehta,This Land is Our Land: An Immigrant’s Manifesto,2019
Nonfiction,Daniel Mendelsohn,Ecstasy and Terror: From the Greeks to Game of Thrones,2019
Nonfiction,Suzanne Methot,"Legacy: Trauma, Story, and Indigenous Healing",2019
Nonfiction,Azadeh Moaveni,The Guest House for Young Widows: The Women of ISIS,2019
Nonfiction,Marie Mutsuki Mockett,American Harvest,2020
Nonfiction,N. Scott Momaday,Earth Keeper: Reflections on the American Land,2020
Nonfiction,Marcus J. Moore,The Butterfly Effect: How Kendrick Lamar Ignited the Soul of Black America,2020
Nonfiction,Osheta Moore,Dear White Peacemakers: Dismantling Racism with Grit and Grace,
Nonfiction,Wes Moore with Erica L. Green,Five Days: The Fiery Reckoning of an American City,2020
Nonfiction,Ed Morales,Latinx: The New Force in American Politics and Culture,2018
Nonfiction,Latasha Morrison,Be the Bridge: Pursuing God’s Heart for Racial Reconciliation,2019
Nonfiction,Toni Morrison,The Source of Self-Regard,2019
Nonfiction,Toni Morrison,The Measure of Our Lives: A Gathering of Wisdom,2019
Nonfiction,Walter Mosley,Elements of Fiction: Meditations on the Structure of Revelation,2019
Nonfiction,Jane Mount and Jamise Harper,Bibliophile: Diverse Spines,2021
Nonfiction,Dambisa Moyo,How Boards Work: And How They Can Work Better in a Chaotic World,2021
Nonfiction,Farzana Nayani,Raising Multicultural Children: Tools for Nurturing Identity in a Racialized World,2020
Nonfiction,Dina Nayeri,The Ungrateful Refugee: What Immigrants Never Tell You,2019
Nonfiction,Jenara Nerenberg,Divergent Mind: Thriving in a World That Wasn't Designed for You,2020
Nonfiction,Carey Newman and Kirstie Hudson,Picking Up the Pieces: Residential School Memories and the Making of the Witness Blanket,2019
Nonfiction,Aimee Nezhukumatathil (illustrated by Fumi Nakamura),"World of Wonders: In Praise of Fireflies, Whale Sharks, and Other Astonishments",2020
Nonfiction,Chani Nicholas,You Were Born for This: Astrology for Radical Self-Acceptance,2020
Nonfiction,Savala Nolan,"Don’t Let it Get You Down: Essays on Race, Gender, and the Body",2021
Nonfiction,Walt Odets,Out of the Shadows: Reimagining Gay Men’s Lives,2019
Nonfiction,Yoshiko Ogura,The Complete Guide to Drawing for Beginners: 21 Step-By-Step Lessons,2020
Nonfiction,Nadya Okamoto,Period Power: A Manifesto for the Menstrual Movement,2018
Nonfiction,Anthony ONeal,Debt-Free Degree: The Step-by-Step Guide to Getting Your Kid Through College Without Student Loans,2019
Nonfiction,Daniel Mallory Ortberg,Something That May Shock and Discredit You,2020
Nonfiction,Vicky Osterweil,In Defense of Looting: A Riotous History of Uncivil Action,2020
Nonfiction,Lama Rod Owens,Love and Rage: The Path of Liberation Through Anger,2020
Nonfiction,Rosayra Pablo Cruz and Julie Schwietert Collazo,The Book of Rosy: A Mother’s Story of Separation at the Border,2020
Nonfiction,Emily Paige Ballou,"Sincerely, Your Autistic Child: What People on the Autism Spectrum Wish Their Parents Knew About Growing Up, Acceptance, and Identity",2021
Nonfiction,Sridhar Pappu,"The Year of the Pitcher: Bob Gibson, Denny McLain, and the End of Baseball's Golden Age",2018
Nonfiction,Janine B. Pease,The Story of the Crow Indians: From the Past to the Present,2020
Nonfiction,Leah Penniman,Farming While Black: Soul Fire Farm's Practical Guide to Liberation on the Land,2018
Nonfiction,John Perkins,He Calls Me Friend: The Healing Power of Friendship in a Lonely World,2019
Nonfiction,Larissa Pham,Pop Song: Adventures in Art & Intimacy,2021
Nonfiction,Ben Philippe,"Sure, I'll Be Your Black Friend: Notes from the Other Side of the Fist Bump",2021
Nonfiction,Rowan Ricardo Phillips,The Circuit: A Tennis Odyssey,2019
Nonfiction,Leah Lakshmi Piepzna-Samarasinha,Care Work: Dreaming Disability Justice,2018
Nonfiction,Darryl Pinckney,Blackballed: The Black Vote and US Democracy,2014
Nonfiction,Darryl Pinckney,Busted in New York and Other Essays,2019
Nonfiction,Chanda Prescod-Weinstein,"The Disordered Cosmos: A Journey Into Dark Matter, Spacetime, and Dreams Deferred",2021
Nonfiction,Propaganda,Terraform: Building a Better World,2021
Nonfiction,Jessica Pryde,"Black Love Matters: Real Talk on Romance, Being Seen, and Happy Ever Afters",2022
Nonfiction,Nina Purewal,Let That Sh*t Go: Find Peace of Mind and Happiness in Your Everyday,2019
Nonfiction,Ainissa Ramirez,The Alchemy of Us: How Humans and Matter Transformed One Another,2020
Nonfiction,Paola Ramos,Finding Latinx: In Search of the Voices Redefining Latino Identity,2020
Nonfiction,Azra Raza,The First Cell: And the Human Costs of Pursuing Cancer to the Last,2019
Nonfiction,Joy-Ann Reid,The Man Who Sold America: Trump and the Unraveling of the American Story,2019
Nonfiction,Sarah Jakes Roberts,Woman Evolve: Break Up With Your Fears and Revolutionize Your Life,2021
Nonfiction,Phoebe Robinson,"Everything’s Trash, But It’s Okay",2018
Nonfiction,Phoebe Robinson,Please Don’t Sit on My Bed in Your Outside Clothes,2021
Nonfiction,Rachel Rodgers,"We Should All Be Millionaires: A Woman’s Guide to Earning More, Building Wealth, and Gaining Economic Power",2021
Nonfiction,Ralph E. Rodriguez,Latinx Literature Unbound: Undoing Ethnic Expectation,2018
Nonfiction,Rick Ross,The Perfect Day to Boss Up: A Hustler’s Guide to Building Your Empire,2021
Nonfiction,Eric Rosswood,The Ultimate Guide for Gay Dads: Everything You Need to Know about LGBTQ Parenting But Are,2017
Nonfiction,Eric Rosswood,We Make it Better: The LGBTQ Community and Their Positive Contributions to Society,2019
Nonfiction,Arundhati Roy,My Seditious Heart: Collected Nonfiction,2019
Nonfiction,Arundhati Roy,Azadi: Freedom. Fascism. Fiction.,2020
Nonfiction,Robyn Ryle,"She/He/They/Me: For the Sisters, Misters, and Binary Resisters",2019
Nonfiction,Matthew Salesses,Craft in the Real World: Rethinking Fiction Writing and Workshopping,2021
Nonfiction,Enrique Salmón,Iwígara: American Indian Ethnobotanical Traditions and Science,2020
Nonfiction,Symone D. Sanders,"No, You Shut Up: Speaking Truth to Power and Reclaiming America",2020
Nonfiction,Sanjay Sarma,Grasp: The Science Transforming How We Learn,2020
Nonfiction,Reshma Saujani,"Brave, Not Perfect: Fear Less, Fail More, and Live Bolder",2019
Nonfiction,Isha Sesay,"Beneath the Tamarind Tree: A Story of Courage, Family, and the Lost Schoolgirls of Boko Haram",2019
Nonfiction,Amy Shah,Why Am I So F*cking Tired?,2021
Nonfiction,Sonia Shah,"Pandemic: Tracking Contagions, from Cholera to Ebola and Beyond",2017
Nonfiction,Sonia Shah,The Next Great Migration: The Beauty and Terror of Life on the Move,2020
Nonfiction,Jay Shetty,Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,2020
Nonfiction,Kanwer Singh,Unlearn: 101 Simple Truths for a Better Life,2019
Nonfiction,Prabhjot Singh and Raj Panjabi,The Last Mile: How to Get Health Care to the Places that Need it Most,2019
Nonfiction,Simran Jeet Singh,More of This Please: Self-Care for the Soul from Sikh Wisdom,
Nonfiction,Leila Slimani,Sex and Lies: True Stories of Women's Intimate Lives in the Arab World,2020
Nonfiction,Richard Jean So,Redlining Culture: A Data History of Racial Inequality and Postwar Fiction,2020
Nonfiction,Nikita Stewart,Troop 6000: The Girl Scout Troop That Began in a Shelter and Inspired the World,2020
Nonfiction,Jonny Sun,"Goodbye, Again: Essays, Reflections, and Illustrations",2021
Nonfiction,Tara Swart,"The Source: The Secrets of the Universe, the Science of the Brain",2019
Nonfiction,Leila Taylor,Darkly: Black History and America's Gothic Soul,2019
Nonfiction,Susanne Tedrick,Women of Color in Tech: A Blueprint for Inspiring and Mentoring the Next Generation of Technology Innovators,2020
Nonfiction,Teo You Yenn,This is What Inequality Looks Like: Essays,2018
Nonfiction,Ebony Elizabeth Thomas,The Dark Fantastic: Race and the Imagination from Harry Potter to the Hunger Games,2019
Nonfiction,Anthony B. Thompson with Denise George,"Called to Forgive: The Charleston Church Shooting, a Victim’s Husband, and the Path to Healing and Peace",2019
Nonfiction,Walter Thompson-Hernández,The Compton Cowboys: The New Generation of Cowboys in America's Urban Heartland,2020
Nonfiction,Mashonda Tifrere,Blend: The Secret to Co-Parenting and Creating a Balanced Family,2018
Nonfiction,Salamishah Tillet,In Search of the Color Purple: The Story of an American Masterpiece,2021
Nonfiction,Alex Tizon,Invisible People: Stories of Lives at the Margins,2019
Nonfiction,Michael Todd,"Relationship Goals: How to Win at Dating, Marriage, and Sex",2020
Nonfiction,Jia Tolentino,Trick Mirror: Reflection on Self-Delusion,2019
Nonfiction,Phuc Tran,"Sigh, Gone: A Misfit's Memoir of Great Books, Punk Rock, and the Fight to Fit In",2020
Nonfiction,Eileen Truax,How Does it Feel to Be Unwanted?: Stories of Resistance and Resilience from Mexicans Living in the United States,2018
Nonfiction,Robert L. Tsai,Practical Equality: Forging Justice in a Divided Nation,2019
Nonfiction,Bonnie Tsui,Why We Swim,2020
Nonfiction,Shankar Vedantam and Bill Mesler,Useful Delusions: The Power and Paradox of the Self-Deceiving Brain,2021
Nonfiction,Bina Venkataraman,The Optimist’s Telescope: Thinking Ahead in a Reckless Age,2019
Nonfiction,Esmé Weijun Wang,The Collected Schizophrenias,2019
Nonfiction,Xiaowei Wang,Blockchain Chicken Farm: And Other Stories of Tech in China's Countryside,2020
Nonfiction,Larry Ward,"PhD, America’s Racial Karma",2020
Nonfiction,Elissa Washuta,White Magic,2021
Nonfiction,Nadia Wassef,Shelf Life: Chronicles of a Cairo Bookseller,2021
Nonfiction,Joe E. Watkins,The Story of the Choctaw Indians: From the Past to the Present,2018
Nonfiction,Leana Wen,Lifelines: A Doctor’s Journey in the Fight for Public Health,2021
Nonfiction,Rozella Haydée White,Love Big: The Power of Revolutionary Relationships to Heal the World,2019
Nonfiction,Harry Louis Williams II,Taking it to the Streets: Lessons From a Life of Urban Ministry,2019
Nonfiction,Justin Michael Williams,Stay Woke: A Meditation Guide for the Rest of Us,2020
Nonfiction,Nicole E. Williams,This Is How You Vagina: All about Your Vajayjay and Why You Probably Shouldn't Call It That,2021
Nonfiction,George Yancy,Across Black Spaces: Essays and Interviews from an American Philosopher,2020
Nonfiction,Andrew Yang,The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future,2018
Nonfiction,Seema Yasmin,The Handbook for Science Journalism,2021
Nonfiction,Seema Yasmin and Fahmida Azim,Muslim Women Do Things,2020
Nonfiction,Giles Yeo,Gene Eating: The Science of Obesity and the Truth About Dieting,2019
Nonfiction,Latisha Yulfo,Tell Somebody,2020
Nonfiction,Tyson Yunkaporta,Sand Talk: How Indigenous Thinking Can Save the World,2020
Nonfiction,Muhammad H. Zaman,Biography of Resistance: The Epic Battle Between People and Pathogens,2020
Nonfiction,Julie Zhuo,The Making of a Manager: What to Do When Everyone Looks to You,2019
Black Lives and Anti-Racism,Mumia Abu-Jamal,Have Black Lives Ever Mattered?,2017
Black Lives and Anti-Racism,Emmanuel Acho,Uncomfortable Conversations with a Black Man,2020
Black Lives and Anti-Racism,Kwame Alexander,Light for the World to See,2020
Black Lives and Anti-Racism,Carol Anderson,The Second: Race and Guns in a Fatally Unequal America,2021
Black Lives and Anti-Racism,Uju Asika,Bringing Up Race: How to Raise a Kind Child in a Prejudiced World,2021
Black Lives and Anti-Racism,Jabari Asim,"We Can't Breathe: On Black Lives, White Lies, and the Art of Survival",2018
Black Lives and Anti-Racism,Jabari Asim,"American Struggle: On Race, Culture and Imagination and Soul Run Wild",
Black Lives and Anti-Racism,Issac J. Bailey,"My Brother Moochie: Regaining Dignity in the Face of Crime, Poverty, and Racism in the American South",2018
Black Lives and Anti-Racism,Issac J. Bailey,Why Didn’t We Riot?: A Black Man in Trumpland,2020
Black Lives and Anti-Racism,Moya Bailey,Misogynoir Transformed: Black Women’s Digital Resistance,2021
Black Lives and Anti-Racism,Calvin Baker,"A More Perfect Union: Race, Integration, and the Future of America",2020
Black Lives and Anti-Racism,Natalie Baszile,"We Are Each Other's Harvest: Celebrating African American Farmers, Land, and Legacy",2021
Black Lives and Anti-Racism,Dr. Traci Baxley,"Social Justice Parenting: How to Raise Compassionate, Anti-Racist, Justice-Minded Kids in an Unjust World",2021
Black Lives and Anti-Racism,Mia Bay,Traveling Black: A Story of Race and Resistance,2021
Black Lives and Anti-Racism,Ruha Benjamin,Race After Technology: Abolitionist Tools for the New Jim Code,2019
